YearsGroup,DevType,Platform,Count,Rank
junior,Academic researcher,AWS,29,1
junior,Academic researcher,Windows,26,2
junior,Academic researcher,Linux,24,3
junior,Academic researcher,Microsoft Azure,21,4
junior,Academic researcher,Google Cloud Platform,18,5
junior,Academic researcher,MacOS,13,6
junior,Academic researcher,Android,12,7
junior,Academic researcher,Arduino,11,8
junior,Academic researcher,Heroku,10,9
junior,Academic researcher,Docker,10,10
junior,Academic researcher,DigitalOcean,8,11
junior,Academic researcher,Raspberry Pi,7,12
junior,Academic researcher,Google Cloud,5,13
junior,Academic researcher,IBM Cloud or Watson,5,14
junior,Academic researcher,WordPress,5,15
junior,Academic researcher,Slack,5,16
junior,Academic researcher,iOS,4,17
junior,Academic researcher,Amazon Web Services (AWS),2,18
junior,Academic researcher,Firebase,2,19
junior,Academic researcher,VMware,2,20
junior,Academic researcher,Slack Apps and Integrations,2,21
junior,Academic researcher,Managed Hosting,1,22
junior,Academic researcher,Colocation,1,23
junior,Academic researcher,Oracle Cloud Infrastructure,1,24
junior,Academic researcher,Kubernetes,1,25
junior,Academic researcher,Other(s):,1,26
junior,Blockchain,AWS,14,1
junior,Blockchain,Firebase,13,2
junior,Blockchain,Heroku,11,3
junior,Blockchain,Google Cloud,7,4
junior,Blockchain,Microsoft Azure,4,5
junior,Blockchain,Amazon Web Services (AWS),3,6
junior,Blockchain,DigitalOcean,3,7
junior,Blockchain,Colocation,2,8
junior,Blockchain,Netlify,1,9
junior,Blockchain,Vercel,1,10
junior,Blockchain,Managed Hosting,1,11
junior,Blockchain,IBM Cloud or Watson,1,12
junior,Blockchain,Oracle Cloud Infrastructure,1,13
junior,Blockchain,OpenStack,1,14
junior,Blockchain,VMware,1,15
junior,Blockchain,OVH,1,16
junior,Cloud infrastructure engineer,AWS,23,1
junior,Cloud infrastructure engineer,Google Cloud,16,2
junior,Cloud infrastructure engineer,Microsoft Azure,15,3
junior,Cloud infrastructure engineer,Heroku,8,4
junior,Cloud infrastructure engineer,Amazon Web Services (AWS),7,5
junior,Cloud infrastructure engineer,Firebase,6,6
junior,Cloud infrastructure engineer,VMware,3,7
junior,Cloud infrastructure engineer,Cloudflare,2,8
junior,Cloud infrastructure engineer,OVH,2,9
junior,Cloud infrastructure engineer,Colocation,2,10
junior,Cloud infrastructure engineer,DigitalOcean,2,11
junior,Cloud infrastructure engineer,Managed Hosting,2,12
junior,Cloud infrastructure engineer,OpenShift,1,13
junior,Cloud infrastructure engineer,Digital Ocean,1,14
junior,Cloud infrastructure engineer,IBM Cloud or Watson,1,15
junior,Cloud infrastructure engineer,Oracle Cloud Infrastructure,1,16
junior,Cloud infrastructure engineer,OpenStack,1,17
junior,Data or business analyst,AWS,98,1
junior,Data or business analyst,Microsoft Azure,78,2
junior,Data or business analyst,Windows,66,3
junior,Data or business analyst,Google Cloud Platform,55,4
junior,Data or business analyst,Heroku,50,5
junior,Data or business analyst,Linux,49,6
junior,Data or business analyst,Docker,30,7
junior,Data or business analyst,Google Cloud,24,8
junior,Data or business analyst,MacOS,20,9
junior,Data or business analyst,Firebase,17,10
junior,Data or business analyst,DigitalOcean,17,11
junior,Data or business analyst,Android,13,12
junior,Data or business analyst,IBM Cloud or Watson,12,13
junior,Data or business analyst,Raspberry Pi,11,14
junior,Data or business analyst,Amazon Web Services (AWS),9,15
junior,Data or business analyst,VMware,8,16
junior,Data or business analyst,WordPress,8,17
junior,Data or business analyst,Slack Apps and Integrations,7,18
junior,Data or business analyst,Kubernetes,7,19
junior,Data or business analyst,Arduino,7,20
junior,Data or business analyst,iOS,5,21
junior,Data or business analyst,Oracle Cloud Infrastructure,4,22
junior,Data or business analyst,Managed Hosting,3,23
junior,Data or business analyst,OpenStack,3,24
junior,Data or business analyst,Linode,3,25
junior,Data or business analyst,Digital Ocean,2,26
junior,Data or business analyst,Cloudflare,2,27
junior,Data or business analyst,OVH,2,28
junior,Data or business analyst,Slack,2,29
junior,Data or business analyst,Oracle Cloud Infrastructure (OCI),1,30
junior,Data or business analyst,"Linode, now Akamai",1,31
junior,Data or business analyst,Hetzner,1,32
junior,Data or business analyst,Netlify,1,33
junior,Data or business analyst,Vercel,1,34
junior,Data or business analyst,Colocation,1,35
junior,Data scientist or machine learning specialist,AWS,88,1
junior,Data scientist or machine learning specialist,Microsoft Azure,58,2
junior,Data scientist or machine learning specialist,Linux,48,3
junior,Data scientist or machine learning specialist,Google Cloud Platform,45,4
junior,Data scientist or machine learning specialist,Windows,44,5
junior,Data scientist or machine learning specialist,Heroku,35,6
junior,Data scientist or machine learning specialist,Docker,27,7
junior,Data scientist or machine learning specialist,Google Cloud,19,8
junior,Data scientist or machine learning specialist,Android,19,9
junior,Data scientist or machine learning specialist,MacOS,17,10
junior,Data scientist or machine learning specialist,DigitalOcean,16,11
junior,Data scientist or machine learning specialist,WordPress,13,12
junior,Data scientist or machine learning specialist,Amazon Web Services (AWS),11,13
junior,Data scientist or machine learning specialist,Raspberry Pi,11,14
junior,Data scientist or machine learning specialist,IBM Cloud or Watson,7,15
junior,Data scientist or machine learning specialist,Slack Apps and Integrations,7,16
junior,Data scientist or machine learning specialist,Arduino,7,17
junior,Data scientist or machine learning specialist,Slack,7,18
junior,Data scientist or machine learning specialist,Kubernetes,5,19
junior,Data scientist or machine learning specialist,iOS,5,20
junior,Data scientist or machine learning specialist,VMware,4,21
junior,Data scientist or machine learning specialist,Firebase,3,22
junior,Data scientist or machine learning specialist,Oracle Cloud Infrastructure (OCI),1,23
junior,Data scientist or machine learning specialist,Managed Hosting,1,24
junior,Data scientist or machine learning specialist,"Linode, now Akamai",1,25
junior,Data scientist or machine learning specialist,Netlify,1,26
junior,Data scientist or machine learning specialist,IBM Cloud Or Watson,1,27
junior,Data scientist or machine learning specialist,Oracle Cloud Infrastructure,1,28
junior,Data scientist or machine learning specialist,Other(s):,1,29
junior,Database administrator,Windows,59,1
junior,Database administrator,AWS,57,2
junior,Database administrator,Linux,47,3
junior,Database administrator,Microsoft Azure,44,4
junior,Database administrator,Heroku,34,5
junior,Database administrator,Android,26,6
junior,Database administrator,Google Cloud Platform,25,7
junior,Database administrator,Docker,23,8
junior,Database administrator,WordPress,15,9
junior,Database administrator,DigitalOcean,13,10
junior,Database administrator,Google Cloud,11,11
junior,Database administrator,MacOS,11,12
junior,Database administrator,Firebase,9,13
junior,Database administrator,Raspberry Pi,9,14
junior,Database administrator,Arduino,9,15
junior,Database administrator,Slack,7,16
junior,Database administrator,Slack Apps and Integrations,6,17
junior,Database administrator,iOS,6,18
junior,Database administrator,VMware,5,19
junior,Database administrator,Linode,4,20
junior,Database administrator,Kubernetes,3,21
junior,Database administrator,OVH,2,22
junior,Database administrator,Managed Hosting,2,23
junior,Database administrator,IBM Cloud or Watson,2,24
junior,Database administrator,Amazon Web Services (AWS),1,25
junior,Database administrator,Colocation,1,26
junior,Database administrator,Oracle Cloud Infrastructure (OCI),1,27
junior,Database administrator,OpenStack,1,28
junior,Database administrator,Oracle Cloud Infrastructure,1,29
junior,Database administrator,Other(s):,1,30
junior,Designer,Windows,70,1
junior,Designer,Heroku,62,2
junior,Designer,AWS,53,3
junior,Designer,Linux,47,4
junior,Designer,Android,34,5
junior,Designer,Microsoft Azure,28,6
junior,Designer,Google Cloud Platform,27,7
junior,Designer,WordPress,26,8
junior,Designer,MacOS,24,9
junior,Designer,Docker,22,10
junior,Designer,DigitalOcean,15,11
junior,Designer,iOS,14,12
junior,Designer,Raspberry Pi,12,13
junior,Designer,Arduino,11,14
junior,Designer,Firebase,10,15
junior,Designer,Google Cloud,10,16
junior,Designer,Kubernetes,7,17
junior,Designer,Slack Apps and Integrations,6,18
junior,Designer,IBM Cloud or Watson,5,19
junior,Designer,Slack,4,20
junior,Designer,VMware,1,21
junior,Designer,Colocation,1,22
junior,Designer,Managed Hosting,1,23
junior,Designer,Linode,1,24
junior,Designer,Oracle Cloud Infrastructure,1,25
junior,DevOps specialist,AWS,75,1
junior,DevOps specialist,Microsoft Azure,50,2
junior,DevOps specialist,Linux,46,3
junior,DevOps specialist,Docker,36,4
junior,DevOps specialist,Heroku,32,5
junior,DevOps specialist,Windows,29,6
junior,DevOps specialist,DigitalOcean,22,7
junior,DevOps specialist,MacOS,21,8
junior,DevOps specialist,Google Cloud Platform,20,9
junior,DevOps specialist,Kubernetes,18,10
junior,DevOps specialist,Google Cloud,12,11
junior,DevOps specialist,VMware,10,12
junior,DevOps specialist,Raspberry Pi,10,13
junior,DevOps specialist,Android,10,14
junior,DevOps specialist,Amazon Web Services (AWS),9,15
junior,DevOps specialist,Slack Apps and Integrations,8,16
junior,DevOps specialist,Firebase,7,17
junior,DevOps specialist,WordPress,6,18
junior,DevOps specialist,Arduino,4,19
junior,DevOps specialist,Slack,4,20
junior,DevOps specialist,Cloudflare,3,21
junior,DevOps specialist,Oracle Cloud Infrastructure,3,22
junior,DevOps specialist,IBM Cloud or Watson,3,23
junior,DevOps specialist,OVH,3,24
junior,DevOps specialist,iOS,3,25
junior,DevOps specialist,OpenShift,2,26
junior,DevOps specialist,Colocation,2,27
junior,DevOps specialist,Managed Hosting,2,28
junior,DevOps specialist,OpenStack,2,29
junior,DevOps specialist,Netlify,1,30
junior,DevOps specialist,Vercel,1,31
junior,DevOps specialist,"Linode, now Akamai",1,32
junior,DevOps specialist,Hetzner,1,33
junior,DevOps specialist,Linode,1,34
junior,Developer Advocate,Amazon Web Services (AWS),1,1
junior,Developer Experience,Amazon Web Services (AWS),2,1
junior,Developer Experience,Vercel,1,2
junior,Developer Experience,OVH,1,3
junior,Developer Experience,VMware,1,4
junior,Developer Experience,Netlify,1,5
junior,Developer Experience,Heroku,1,6
junior,Developer Experience,Microsoft Azure,1,7
junior,Developer Experience,Cloudflare,1,8
junior,"Developer, QA or test",Windows,58,1
junior,"Developer, QA or test",AWS,51,2
junior,"Developer, QA or test",Linux,45,3
junior,"Developer, QA or test",Microsoft Azure,39,4
junior,"Developer, QA or test",Heroku,38,5
junior,"Developer, QA or test",Docker,32,6
junior,"Developer, QA or test",MacOS,24,7
junior,"Developer, QA or test",Google Cloud Platform,21,8
junior,"Developer, QA or test",Android,19,9
junior,"Developer, QA or test",iOS,13,10
junior,"Developer, QA or test",Raspberry Pi,13,11
junior,"Developer, QA or test",WordPress,12,12
junior,"Developer, QA or test",DigitalOcean,11,13
junior,"Developer, QA or test",Firebase,10,14
junior,"Developer, QA or test",Arduino,9,15
junior,"Developer, QA or test",Google Cloud,8,16
junior,"Developer, QA or test",Slack Apps and Integrations,8,17
junior,"Developer, QA or test",Kubernetes,8,18
junior,"Developer, QA or test",Slack,6,19
junior,"Developer, QA or test",VMware,5,20
junior,"Developer, QA or test",Amazon Web Services (AWS),5,21
junior,"Developer, QA or test",IBM Cloud or Watson,5,22
junior,"Developer, QA or test",Oracle Cloud Infrastructure,3,23
junior,"Developer, QA or test",Vercel,2,24
junior,"Developer, QA or test",Linode,2,25
junior,"Developer, QA or test",Netlify,1,26
junior,"Developer, QA or test",Digital Ocean,1,27
junior,"Developer, QA or test",OpenStack,1,28
junior,"Developer, back-end",AWS,465,1
junior,"Developer, back-end",Heroku,375,2
junior,"Developer, back-end",Windows,305,3
junior,"Developer, back-end",Linux,290,4
junior,"Developer, back-end",Microsoft Azure,238,5
junior,"Developer, back-end",Docker,188,6
junior,"Developer, back-end",Google Cloud Platform,140,7
junior,"Developer, back-end",MacOS,130,8
junior,"Developer, back-end",DigitalOcean,117,9
junior,"Developer, back-end",Android,117,10
junior,"Developer, back-end",Google Cloud,109,11
junior,"Developer, back-end",Firebase,88,12
junior,"Developer, back-end",WordPress,83,13
junior,"Developer, back-end",Amazon Web Services (AWS),69,14
junior,"Developer, back-end",Raspberry Pi,61,15
junior,"Developer, back-end",Kubernetes,49,16
junior,"Developer, back-end",iOS,46,17
junior,"Developer, back-end",Arduino,46,18
junior,"Developer, back-end",Slack Apps and Integrations,37,19
junior,"Developer, back-end",Slack,34,20
junior,"Developer, back-end",VMware,24,21
junior,"Developer, back-end",Digital Ocean,19,22
junior,"Developer, back-end",Vercel,18,23
junior,"Developer, back-end",IBM Cloud or Watson,15,24
junior,"Developer, back-end",Cloudflare,14,25
junior,"Developer, back-end",Managed Hosting,14,26
junior,"Developer, back-end",Linode,14,27
junior,"Developer, back-end",Netlify,11,28
junior,"Developer, back-end",Oracle Cloud Infrastructure,10,29
junior,"Developer, back-end",OVH,6,30
junior,"Developer, back-end",Other(s):,6,31
junior,"Developer, back-end",Render,4,32
junior,"Developer, back-end",OpenStack,4,33
junior,"Developer, back-end",Colocation,4,34
junior,"Developer, back-end","Linode, now Akamai",2,35
junior,"Developer, back-end",OpenShift,2,36
junior,"Developer, back-end",Fly.io,2,37
junior,"Developer, back-end",Oracle Cloud Infrastructure (OCI),2,38
junior,"Developer, back-end",IBM Cloud Or Watson,1,39
junior,"Developer, back-end",Scaleway,1,40
junior,"Developer, back-end",Vultr,1,41
junior,"Developer, desktop or enterprise applications",Windows,124,1
junior,"Developer, desktop or enterprise applications",Microsoft Azure,93,2
junior,"Developer, desktop or enterprise applications",AWS,76,3
junior,"Developer, desktop or enterprise applications",Linux,70,4
junior,"Developer, desktop or enterprise applications",Heroku,60,5
junior,"Developer, desktop or enterprise applications",Android,44,6
junior,"Developer, desktop or enterprise applications",Docker,42,7
junior,"Developer, desktop or enterprise applications",Google Cloud Platform,35,8
junior,"Developer, desktop or enterprise applications",MacOS,33,9
junior,"Developer, desktop or enterprise applications",DigitalOcean,26,10
junior,"Developer, desktop or enterprise applications",Firebase,24,11
junior,"Developer, desktop or enterprise applications",iOS,19,12
junior,"Developer, desktop or enterprise applications",WordPress,17,13
junior,"Developer, desktop or enterprise applications",Arduino,17,14
junior,"Developer, desktop or enterprise applications",Kubernetes,16,15
junior,"Developer, desktop or enterprise applications",Google Cloud,14,16
junior,"Developer, desktop or enterprise applications",VMware,12,17
junior,"Developer, desktop or enterprise applications",Raspberry Pi,12,18
junior,"Developer, desktop or enterprise applications",Amazon Web Services (AWS),11,19
junior,"Developer, desktop or enterprise applications",IBM Cloud or Watson,9,20
junior,"Developer, desktop or enterprise applications",Linode,8,21
junior,"Developer, desktop or enterprise applications",Slack Apps and Integrations,8,22
junior,"Developer, desktop or enterprise applications",Managed Hosting,5,23
junior,"Developer, desktop or enterprise applications",Oracle Cloud Infrastructure,5,24
junior,"Developer, desktop or enterprise applications",Slack,5,25
junior,"Developer, desktop or enterprise applications",Digital Ocean,2,26
junior,"Developer, desktop or enterprise applications",Netlify,2,27
junior,"Developer, desktop or enterprise applications",OVH,2,28
junior,"Developer, desktop or enterprise applications",Cloudflare,2,29
junior,"Developer, desktop or enterprise applications",OpenStack,2,30
junior,"Developer, desktop or enterprise applications",Hetzner,1,31
junior,"Developer, desktop or enterprise applications",Colocation,1,32
junior,"Developer, desktop or enterprise applications",Oracle Cloud Infrastructure (OCI),1,33
junior,"Developer, embedded applications or devices",Windows,33,1
junior,"Developer, embedded applications or devices",AWS,24,2
junior,"Developer, embedded applications or devices",Linux,23,3
junior,"Developer, embedded applications or devices",Microsoft Azure,20,4
junior,"Developer, embedded applications or devices",Android,18,5
junior,"Developer, embedded applications or devices",Docker,17,6
junior,"Developer, embedded applications or devices",Google Cloud Platform,14,7
junior,"Developer, embedded applications or devices",DigitalOcean,13,8
junior,"Developer, embedded applications or devices",Heroku,11,9
junior,"Developer, embedded applications or devices",MacOS,11,10
junior,"Developer, embedded applications or devices",Raspberry Pi,10,11
junior,"Developer, embedded applications or devices",iOS,10,12
junior,"Developer, embedded applications or devices",Arduino,9,13
junior,"Developer, embedded applications or devices",WordPress,8,14
junior,"Developer, embedded applications or devices",Firebase,6,15
junior,"Developer, embedded applications or devices",Slack Apps and Integrations,6,16
junior,"Developer, embedded applications or devices",Google Cloud,5,17
junior,"Developer, embedded applications or devices",IBM Cloud or Watson,5,18
junior,"Developer, embedded applications or devices",Kubernetes,5,19
junior,"Developer, embedded applications or devices",Slack,3,20
junior,"Developer, embedded applications or devices",VMware,2,21
junior,"Developer, embedded applications or devices",Fly.io,1,22
junior,"Developer, embedded applications or devices",Digital Ocean,1,23
junior,"Developer, embedded applications or devices",Linode,1,24
junior,"Developer, embedded applications or devices",Colocation,1,25
junior,"Developer, embedded applications or devices",Managed Hosting,1,26
junior,"Developer, embedded applications or devices",OVH,1,27
junior,"Developer, embedded applications or devices",Oracle Cloud Infrastructure,1,28
junior,"Developer, front-end",Heroku,407,1
junior,"Developer, front-end",AWS,335,2
junior,"Developer, front-end",Windows,248,3
junior,"Developer, front-end",Linux,189,4
junior,"Developer, front-end",Microsoft Azure,176,5
junior,"Developer, front-end",Firebase,175,6
junior,"Developer, front-end",Google Cloud Platform,133,7
junior,"Developer, front-end",MacOS,126,8
junior,"Developer, front-end",Android,120,9
junior,"Developer, front-end",Docker,118,10
junior,"Developer, front-end",WordPress,103,11
junior,"Developer, front-end",DigitalOcean,79,12
junior,"Developer, front-end",Google Cloud,78,13
junior,"Developer, front-end",Netlify,56,14
junior,"Developer, front-end",Amazon Web Services (AWS),56,15
junior,"Developer, front-end",iOS,55,16
junior,"Developer, front-end",Vercel,54,17
junior,"Developer, front-end",Arduino,37,18
junior,"Developer, front-end",Raspberry Pi,33,19
junior,"Developer, front-end",Kubernetes,28,20
junior,"Developer, front-end",Slack Apps and Integrations,26,21
junior,"Developer, front-end",Cloudflare,25,22
junior,"Developer, front-end",Slack,25,23
junior,"Developer, front-end",Digital Ocean,15,24
junior,"Developer, front-end",VMware,13,25
junior,"Developer, front-end",IBM Cloud or Watson,13,26
junior,"Developer, front-end",Managed Hosting,9,27
junior,"Developer, front-end",Render,7,28
junior,"Developer, front-end",Linode,6,29
junior,"Developer, front-end",Other(s):,6,30
junior,"Developer, front-end",OVH,5,31
junior,"Developer, front-end",Oracle Cloud Infrastructure,5,32
junior,"Developer, front-end",Hetzner,4,33
junior,"Developer, front-end",OpenStack,3,34
junior,"Developer, front-end","Linode, now Akamai",3,35
junior,"Developer, front-end",Fly.io,2,36
junior,"Developer, front-end",Colocation,1,37
junior,"Developer, full-stack",Heroku,645,1
junior,"Developer, full-stack",AWS,632,2
junior,"Developer, full-stack",Microsoft Azure,359,3
junior,"Developer, full-stack",Windows,321,4
junior,"Developer, full-stack",Linux,295,5
junior,"Developer, full-stack",Firebase,223,6
junior,"Developer, full-stack",Google Cloud Platform,208,7
junior,"Developer, full-stack",Docker,197,8
junior,"Developer, full-stack",Google Cloud,184,9
junior,"Developer, full-stack",Amazon Web Services (AWS),181,10
junior,"Developer, full-stack",MacOS,173,11
junior,"Developer, full-stack",DigitalOcean,149,12
junior,"Developer, full-stack",Android,121,13
junior,"Developer, full-stack",WordPress,112,14
junior,"Developer, full-stack",Vercel,100,15
junior,"Developer, full-stack",Netlify,85,16
junior,"Developer, full-stack",iOS,65,17
junior,"Developer, full-stack",Raspberry Pi,60,18
junior,"Developer, full-stack",Kubernetes,58,19
junior,"Developer, full-stack",Cloudflare,46,20
junior,"Developer, full-stack",Digital Ocean,42,21
junior,"Developer, full-stack",Arduino,42,22
junior,"Developer, full-stack",Slack Apps and Integrations,38,23
junior,"Developer, full-stack",VMware,36,24
junior,"Developer, full-stack",Slack,36,25
junior,"Developer, full-stack",IBM Cloud or Watson,27,26
junior,"Developer, full-stack",Managed Hosting,22,27
junior,"Developer, full-stack",OVH,15,28
junior,"Developer, full-stack",Render,15,29
junior,"Developer, full-stack","Linode, now Akamai",14,30
junior,"Developer, full-stack",Linode,14,31
junior,"Developer, full-stack",Fly.io,11,32
junior,"Developer, full-stack",Oracle Cloud Infrastructure,10,33
junior,"Developer, full-stack",Vultr,8,34
junior,"Developer, full-stack",Hetzner,7,35
junior,"Developer, full-stack",OpenShift,5,36
junior,"Developer, full-stack",OpenStack,4,37
junior,"Developer, full-stack",Other(s):,4,38
junior,"Developer, full-stack",Scaleway,3,39
junior,"Developer, full-stack",Oracle Cloud Infrastructure (OCI),3,40
junior,"Developer, full-stack",IBM Cloud Or Watson,1,41
junior,"Developer, full-stack",Colocation,1,42
junior,"Developer, game or graphics",Windows,20,1
junior,"Developer, game or graphics",Google Cloud Platform,11,2
junior,"Developer, game or graphics",AWS,10,3
junior,"Developer, game or graphics",Heroku,9,4
junior,"Developer, game or graphics",Android,9,5
junior,"Developer, game or graphics",Linux,9,6
junior,"Developer, game or graphics",Microsoft Azure,8,7
junior,"Developer, game or graphics",WordPress,7,8
junior,"Developer, game or graphics",DigitalOcean,6,9
junior,"Developer, game or graphics",iOS,6,10
junior,"Developer, game or graphics",MacOS,6,11
junior,"Developer, game or graphics",Google Cloud,5,12
junior,"Developer, game or graphics",Raspberry Pi,5,13
junior,"Developer, game or graphics",Docker,5,14
junior,"Developer, game or graphics",Arduino,4,15
junior,"Developer, game or graphics",Firebase,3,16
junior,"Developer, game or graphics",OVH,2,17
junior,"Developer, game or graphics",Slack Apps and Integrations,2,18
junior,"Developer, game or graphics",Colocation,1,19
junior,"Developer, game or graphics",IBM Cloud or Watson,1,20
junior,"Developer, game or graphics",Oracle Cloud Infrastructure,1,21
junior,"Developer, mobile",Android,131,1
junior,"Developer, mobile",AWS,115,2
junior,"Developer, mobile",Heroku,102,3
junior,"Developer, mobile",Firebase,89,4
junior,"Developer, mobile",Windows,77,5
junior,"Developer, mobile",Google Cloud Platform,67,6
junior,"Developer, mobile",iOS,66,7
junior,"Developer, mobile",Linux,64,8
junior,"Developer, mobile",Microsoft Azure,50,9
junior,"Developer, mobile",Google Cloud,39,10
junior,"Developer, mobile",MacOS,36,11
junior,"Developer, mobile",DigitalOcean,33,12
junior,"Developer, mobile",Docker,30,13
junior,"Developer, mobile",WordPress,30,14
junior,"Developer, mobile",Arduino,12,15
junior,"Developer, mobile",Raspberry Pi,11,16
junior,"Developer, mobile",Amazon Web Services (AWS),10,17
junior,"Developer, mobile",Kubernetes,9,18
junior,"Developer, mobile",Slack,9,19
junior,"Developer, mobile",Slack Apps and Integrations,7,20
junior,"Developer, mobile",VMware,6,21
junior,"Developer, mobile",IBM Cloud or Watson,6,22
junior,"Developer, mobile",Managed Hosting,5,23
junior,"Developer, mobile",Cloudflare,3,24
junior,"Developer, mobile",Linode,3,25
junior,"Developer, mobile",Render,2,26
junior,"Developer, mobile",Vercel,2,27
junior,"Developer, mobile",Oracle Cloud Infrastructure,2,28
junior,"Developer, mobile",Other(s):,2,29
junior,"Developer, mobile",Digital Ocean,1,30
junior,"Developer, mobile",Netlify,1,31
junior,"Developer, mobile",OVH,1,32
junior,"Developer, mobile",OpenStack,1,33
junior,"Developer, mobile",Colocation,1,34
junior,Educator,Heroku,39,1
junior,Educator,AWS,26,2
junior,Educator,Windows,21,3
junior,Educator,Linux,20,4
junior,Educator,Google Cloud Platform,14,5
junior,Educator,MacOS,14,6
junior,Educator,Android,13,7
junior,Educator,Firebase,11,8
junior,Educator,Docker,11,9
junior,Educator,Microsoft Azure,10,10
junior,Educator,Google Cloud,8,11
junior,Educator,WordPress,7,12
junior,Educator,Arduino,6,13
junior,Educator,Oracle Cloud Infrastructure,5,14
junior,Educator,DigitalOcean,4,15
junior,Educator,Raspberry Pi,4,16
junior,Educator,VMware,3,17
junior,Educator,IBM Cloud or Watson,3,18
junior,Educator,iOS,3,19
junior,Educator,Amazon Web Services (AWS),2,20
junior,Educator,Kubernetes,2,21
junior,Educator,Slack,2,22
junior,Educator,Netlify,1,23
junior,Educator,Digital Ocean,1,24
junior,Educator,Cloudflare,1,25
junior,Educator,OpenStack,1,26
junior,Educator,Slack Apps and Integrations,1,27
junior,"Engineer, data",AWS,93,1
junior,"Engineer, data",Microsoft Azure,64,2
junior,"Engineer, data",Windows,41,3
junior,"Engineer, data",Linux,40,4
junior,"Engineer, data",Google Cloud Platform,36,5
junior,"Engineer, data",Docker,31,6
junior,"Engineer, data",Heroku,28,7
junior,"Engineer, data",Google Cloud,26,8
junior,"Engineer, data",MacOS,23,9
junior,"Engineer, data",DigitalOcean,14,10
junior,"Engineer, data",Raspberry Pi,14,11
junior,"Engineer, data",Amazon Web Services (AWS),13,12
junior,"Engineer, data",Android,12,13
junior,"Engineer, data",Firebase,11,14
junior,"Engineer, data",Arduino,8,15
junior,"Engineer, data",VMware,7,16
junior,"Engineer, data",Kubernetes,6,17
junior,"Engineer, data",IBM Cloud or Watson,5,18
junior,"Engineer, data",Slack Apps and Integrations,5,19
junior,"Engineer, data",WordPress,5,20
junior,"Engineer, data",Oracle Cloud Infrastructure,3,21
junior,"Engineer, data",OVH,2,22
junior,"Engineer, data",Linode,2,23
junior,"Engineer, data",Slack,2,24
junior,"Engineer, data",Vercel,1,25
junior,"Engineer, data",Managed Hosting,1,26
junior,"Engineer, data",Colocation,1,27
junior,"Engineer, data",OpenStack,1,28
junior,"Engineer, data",iOS,1,29
junior,"Engineer, site reliability",AWS,27,1
junior,"Engineer, site reliability",Linux,15,2
junior,"Engineer, site reliability",Docker,13,3
junior,"Engineer, site reliability",Heroku,12,4
junior,"Engineer, site reliability",Google Cloud Platform,11,5
junior,"Engineer, site reliability",Windows,11,6
junior,"Engineer, site reliability",Microsoft Azure,10,7
junior,"Engineer, site reliability",MacOS,7,8
junior,"Engineer, site reliability",DigitalOcean,6,9
junior,"Engineer, site reliability",Google Cloud,5,10
junior,"Engineer, site reliability",Android,5,11
junior,"Engineer, site reliability",Kubernetes,5,12
junior,"Engineer, site reliability",Oracle Cloud Infrastructure,4,13
junior,"Engineer, site reliability",IBM Cloud or Watson,4,14
junior,"Engineer, site reliability",Firebase,4,15
junior,"Engineer, site reliability",WordPress,4,16
junior,"Engineer, site reliability",Slack,4,17
junior,"Engineer, site reliability",Amazon Web Services (AWS),3,18
junior,"Engineer, site reliability",VMware,3,19
junior,"Engineer, site reliability",Raspberry Pi,3,20
junior,"Engineer, site reliability",Slack Apps and Integrations,3,21
junior,"Engineer, site reliability",Colocation,2,22
junior,"Engineer, site reliability",Arduino,2,23
junior,"Engineer, site reliability",Cloudflare,1,24
junior,"Engineer, site reliability",OVH,1,25
junior,"Engineer, site reliability",OpenStack,1,26
junior,"Engineer, site reliability",Managed Hosting,1,27
junior,Engineering manager,AWS,22,1
junior,Engineering manager,Microsoft Azure,11,2
junior,Engineering manager,Heroku,8,3
junior,Engineering manager,DigitalOcean,8,4
junior,Engineering manager,Google Cloud,8,5
junior,Engineering manager,Firebase,7,6
junior,Engineering manager,Google Cloud Platform,7,7
junior,Engineering manager,IBM Cloud or Watson,5,8
junior,Engineering manager,Docker,5,9
junior,Engineering manager,Windows,4,10
junior,Engineering manager,Linux,4,11
junior,Engineering manager,Oracle Cloud Infrastructure,3,12
junior,Engineering manager,VMware,3,13
junior,Engineering manager,MacOS,3,14
junior,Engineering manager,OVH,2,15
junior,Engineering manager,Colocation,2,16
junior,Engineering manager,OpenStack,2,17
junior,Engineering manager,Android,2,18
junior,Engineering manager,Amazon Web Services (AWS),1,19
junior,Engineering manager,Vercel,1,20
junior,Engineering manager,Linode,1,21
junior,Engineering manager,Managed Hosting,1,22
junior,Engineering manager,Kubernetes,1,23
junior,Engineering manager,Slack Apps and Integrations,1,24
junior,Engineering manager,WordPress,1,25
junior,Engineering manager,iOS,1,26
junior,Engineering manager,Arduino,1,27
junior,Marketing or sales professional,Heroku,9,1
junior,Marketing or sales professional,Windows,9,2
junior,Marketing or sales professional,Google Cloud Platform,8,3
junior,Marketing or sales professional,AWS,8,4
junior,Marketing or sales professional,DigitalOcean,8,5
junior,Marketing or sales professional,Microsoft Azure,7,6
junior,Marketing or sales professional,Google Cloud,6,7
junior,Marketing or sales professional,WordPress,5,8
junior,Marketing or sales professional,Firebase,4,9
junior,Marketing or sales professional,IBM Cloud or Watson,3,10
junior,Marketing or sales professional,Linux,3,11
